public_body_id,ident,title,campaign
85,,Entwurf eines Gesetzes zur Einführung eines Anspruchs auf Hinterbliebenengeld,referentenentwurfe
85,,Entwurf eines Gesetzes zur Erleichterung der Bewältigung von Konzerninsolvenzen,referentenentwurfe
85,,Entwurf eines Gesetzes zur Erleichterung unternehmerischer Initiativen aus bürgerschaftlichem Engagement und zum Bürokratieabbau bei Genossenschaften,referentenentwurfe
85,,Entwurf eines Gesetzes zur Erweiterung der Medienöffentlichkeit in Gerichtsverfahren und zur Verbesserung der Kommunikationshilfen für Menschen mit Sprach- und Hörbehinderungen (Gesetz über die Erweiterung der Medienöffentlichkeit in Gerichtsverfahren - EMöGG),referentenentwurfe
85,,Entwurf eines Gesetzes zur Neuordnung der Aufbewahrung von Notariatsunterlagen und zur Einrichtung des Elektronischen Urkundenarchivs bei der Bundesnotarkammer,referentenentwurfe
85,,Entwurf eines Gesetzes zur Neuregelung des Schutzes von Geheimnissen bei der Mitwirkung Dritter an der Berufsausübung schweigepflichtiger Personen,referentenentwurfe
85,,Entwurf eines Gesetzes zur Reform der strafrechtlichen Vermögensabschöpfung,referentenentwurfe
85,,Entwurf eines Gesetzes zur Reform des Bauvertragsrechts und zur Änderung der kaufrechtlichen Mängelhaftung,referentenentwurfe
85,,Entwurf eines Gesetzes zur Umsetzung der Entscheidung des Bundesverfassungsgerichts zur Sukzessivadoption durch Lebenspartner,referentenentwurfe
85,,Entwurf eines Gesetzes zur Umsetzung der Richtlinie 2011/36/EU des Europäischen Parlaments und des Rates vom 5. April 2011 zur Verhütung und Bekämpfung des Menschenhandels und zum Schutz seiner Opfer sowie zur Ersetzung des Rahmenbeschlusses 2002/629/JI des Rates,referentenentwurfe
85,,"Entwurf eines Gesetzes zur Umsetzung der Richtlinie 2011/99/EU über die Europäische Schutzanordnung, zur Durchführung der Verordnung (EU) Nr. 606/2013 über die gegenseitige Anerkennung von Schutzmaßnahmen in Zivilsachen und zur Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit",referentenentwurfe
85,,"Entwurf eines Gesetzes zur Umsetzung der Richtlinie 2012/17/EU in Bezug auf die Verknüpfung von Zentral-, Handels- und   Gesellschafts¬registern in der Europäischen Union",referentenentwurfe
85,,Entwurf eines Gesetzes zur Umsetzung von Empfehlungen des NSU-Untersuchungsausschusses des Deutschen Bundestages,referentenentwurfe
85,,Entwurf eines Gesetzes zur Verbesserung der Rechts-sicherheit bei Anfechtungen nach der Insolvenzordnung und nach dem Anfechtungsgesetz,referentenentwurfe
85,,Entwurf eines Gesetzes zur Verbesserung des Schutzes gegen Nachstellungen,referentenentwurfe
85,,Entwurf eines Gesetzes zur strafrechtlichen Rehabilitierung der nach dem 8. Mai 1945 wegen einvernehmlicher homosexueller Handlungen verurteilten Personen und zur Änderung des Einkommensteuergesetzes,referentenentwurfe
85,,Entwurf eines Gesetzes zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung,referentenentwurfe
85,,Entwurf eines Gesetzes zur verbesserten Durchsetzung des Anspruchs der Urheber und ausübenden Künstler auf angemessene Vergütung,referentenentwurfe
85,,"Entwurf eines Gesetzes zur Änderung des Sachverständigenrechts und zur weiteren Änderung des Gesetzes über das Verfahren in Familiensachen und in den Angelegenheiten der freiwilligen Gerichtsbarkeit sowie zur Änderung des Sozialgerichtsgesetzes, der Verwaltungsgerichtsordnung, der Finanzgerichtsordnung und des Gerichtskostengesetzes",referentenentwurfe
85,,Entwurf eines Gesetzes zur Änderung des Völkerstrafgesetzbuches,referentenentwurfe
85,,Entwurf eines Gesetzes zur Änderung von Vorschriften zur Durchführung unionsrechtlicher Vorschriften zur Durchsetzung des Verbraucherschutzes,referentenentwurfe
85,,Entwurf eines Siebten Gesetzes zur Änderung des Bundeszentralregistergesetzes (7. BZRGÄndG),referentenentwurfe
85,,Entwurf eines Zweiten Gesetzes zur Stärkung der Verfahrensrechte von Beschuldigten im Strafverfahren und zur Änderung des Schöffenrechts,referentenentwurfe
85,,Entwurf eines Gesetzes zur Änderung des Gesetzes über die internationale Rechtshilfe in Strafsachen,referentenentwurfe
85,,Entwurf eines Gesetzes zur Änderung des Strafgesetzbuches – Strafbarkeit von Sportwettbetrug und der Manipulation von berufssportlichen Wettbewerben,referentenentwurfe
85,,Entwurf eines Gesetzes zur Änderung des Strafgesetzbuches – Verbesserung des Schutzes der sexuellen Selbstbestimmung,referentenentwurfe
85,,Fünftes Gesetz zur Verbesserung rehabilitierungsrechtlicher Vorschriften für Opfer der politischen Verfolgung in der ehemaligen DDR,referentenentwurfe
85,,Gesetz für die gleichberechtigte Teilhabe von Frauen und Männern an Führungspositionen in der Privatwirtschaft und im öffentlichen Dienst,referentenentwurfe
85,,Gesetz zu dem Abkommen vom 29. Juni 2015 zwischen der Regierung der Bundesrepublik Deutsch-land und der Regierung der Republik Kosovo über die justizielle Zusammen-arbeit in Strafsachen,referentenentwurfe
85,,Gesetz zu dem Dritten Zusatzprotokoll zum Europäischen Auslieferungsübereinkommen vom 13. Dezember 1957,referentenentwurfe
85,,Gesetz zu dem Europäischen Übereinkommen vom 27. November 2008 über die Adoption von Kindern (revidiert),referentenentwurfe
85,,Gesetz zu dem Protokoll Nr. 15 vom 24. Juni 2013 zur Konvention zum Schutz der Menschenrechte und Grundfreiheiten,referentenentwurfe
85,,Gesetz zu dem Straßburger Übereinkommen von 2012 über die Beschränkung der Haftung in der Binnenschifffahrt (CLNI 2012),referentenentwurfe
85,,Gesetz zu dem Zweiten Zusatzprotokoll vom 8. November 2001 zum Europäischen Übereinkommen vom 20. April 1959 über die Rechtshilfe in Strafsachen,referentenentwurfe
85,,Gesetz zu dem Übereinkommen des Europarats vom 25. Oktober 2007 zum Schutz von Kindern vor sexueller Ausbeutung und sexuellem Missbrauch,referentenentwurfe
85,,Gesetz zum Internationalen Erbrecht und zur Änderung von Vorschriften zum Erbschein sowie zur Änderung sonstiger Vorschriften,referentenentwurfe
85,,Gesetz zur Bekämpfung der Korruption,referentenentwurfe
85,,Gesetz zur Bekämpfung von Doping im Sport,referentenentwurfe
85,,Gesetz zur Bekämpfung von Korruption im Gesundheitswesen,referentenentwurfe
85,,Gesetz zur Bekämpfung von Zahlungsverzug im Geschäftsverkehr und zur Änderung des Erneuerbare-Energien-Gesetzes,referentenentwurfe
85,,Gesetz zur Bereinigung des Rechts der Lebenspartner,referentenentwurfe
85,,Gesetz zur Durchführung der Verordnung (EU) Nr. 1215/2012 sowie zur Änderung sonstiger Vorschriften,referentenentwurfe
85,,"Gesetz zur Durchführung des Haager Übereinkommens vom 30. Juni 2005 über Gerichtsstandsvereinbarungen sowie zur Änderung des Rechtspflegergesetzes, des Gerichts- und Notarkostengesetzes, des Altersteilzeitgesetzes und des Dritten Buches Sozialgesetzbuch",referentenentwurfe
85,,Gesetz zur Dämpfung des Mietanstiegs auf angespannten Wohnungsmärkten und zur Stärkung des Bestellerprinzips bei der Wohnungsvermittlung (Mietrechtsnovellierungsgesetz – MietNovG),referentenentwurfe
85,,Gesetz zur Einführung einer Speicherpflicht und einer Höchstspeicherfrist für Verkehrsdaten,referentenentwurfe
85,,Gesetz zur Neuordnung des Rechts der Syndikusanwälte und zur Änderung der Finanzgerichtsordnung,referentenentwurfe
85,,Gesetz zur Novellierung des Rechts der Unterbringung in einem psychiatrischen Krankenhaus gemäß § 63 des Strafgesetz-buches und zur Änderung anderer Vorschriften,referentenentwurfe
85,,Gesetz zur Stärkung der Opferrechte im Strafverfahren (3. Opferrechtsreformgesetz),referentenentwurfe
85,,Gesetz zur Stärkung des Rechts des Angeklagten auf Vertretung in der Berufungsverhandlung und über die Anerkennung von Abwesenheitsentscheidungen in der Rechtshilfe,referentenentwurfe
85,,Gesetz zur Umsetzung der Entscheidung des Bundesverfassungsgerichts zur Sukzessivadoption durch Lebenspartner,referentenentwurfe
85,,Gesetz zur Umsetzung der Richtlinie 2011/99/EU über die Europäische Schutzanordnung und zur Durchführung der Verordnung (EU) Nr. 606/2013 über die gegenseitige Anerkennung von Schutzmaßnahmen in Zivilsachen,referentenentwurfe
85,,"Gesetz zur Umsetzung der Richtlinie 2012/17/EU in Bezug auf die Verknüpfung von Zentral-, Handels- und Gesellschaftsregistern in der Europäischen Union",referentenentwurfe
85,,"Gesetz zur Umsetzung der Richtlinie 2013/34/EU des Europäischen Parlaments und des Rates vom 26. Juni 2013 über den Jahresabschluss, den konsolidierten Abschluss und damit verbundene Berichte von Unternehmen bestimmter Rechtsformen und zur Änderung der Richtlinie 2006/43/EG des Europäischen Parlaments und des Rates und zur Aufhebung der Richtlinien 78/660/EWG und 83/349/EWG des Rates (Bilanzrichtlinie-Umsetzungsgesetz – BilRUG)",referentenentwurfe
85,,Gesetz zur Umsetzung der Richtlinie 2014/26/EU über die kollektive Wahrnehmung von Urheber- und verwandten Schutzrechten und die Vergabe von Mehrgebietslizenzen für Rechte an Musikwerken für die Online-Nutzung im Binnenmarkt sowie zur Änderung des Verfahrens betreffend die Geräte- und Speichermedienvergütung (VG-Richtlinie-Umsetzungsgesetz),referentenentwurfe
85,,Gesetz zur Umsetzung der Richtlinie über alternative Streitbeilegung in Verbraucherangelegenheiten und zur Durchführung der Verordnung über Online-Streitbeilegung in Verbraucherangelegenheiten,referentenentwurfe
85,,Gesetz zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften,referentenentwurfe
85,,Gesetz zur Umsetzung der prüfungsbezogenen Regelungen der Richtlinie 2014/56/EU sowie zur Ausführung der entsprechenden Vorgaben der Verordnung (EU) Nr. 537/2014 im Hinblick auf die Abschlussprüfung bei Unternehmen von öffentlichem Interesse (Abschlussprüfungsreformgesetz – AReG),referentenentwurfe
85,,Gesetz zur Umsetzung von Empfehlungen des NSU-Untersuchungs­ausschusses des Deutschen Bundestages,referentenentwurfe
85,,Gesetz zur Verbesserung der internationalen Rechtshilfe bei der Vollstreckung von freiheitsentziehenden Sanktionen und bei der Überwachung von Bewährungsmaßnahmen sowie zur Änderung des Jugoslawien-Strafgerichtshof-Gesetzes und des Ruanda-Strafgerichtshof-Gesetzes,referentenentwurfe
85,,Gesetz zur Verbesserung der zivilrechtlichen Durchsetzung von verbraucherschützenden Vorschriften des Datenschutzrechts,referentenentwurfe
85,,Gesetz zur Änderung der Verfolgung der Vorbereitung von schweren staatsgefährdenden Gewalttaten (GVVG-Änderungsgesetz – GVVG-ÄndG),referentenentwurfe
85,,Gesetz zur Änderung des Aktienrechts (Aktienrechtsnovelle 2016),referentenentwurfe
85,,Gesetz zur Änderung des Designgesetzes und weiterer Vorschriften des gewerblichen Rechtsschutzes,referentenentwurfe
85,,Gesetz zur Änderung des Unterhaltsrechts und des Unterhaltsverfahrensrechts sowie zur Änderung der Zivilprozessordnung und kostenrechtlicher Vorschriften,referentenentwurfe
85,,Gesetz zur Änderung von Vorschriften zur Durchführung unionsrechtlicher Vorschriften zur Durchsetzung des Verbraucherschutzes,referentenentwurfe
85,,Gesetz über die Rechtsstellung und Aufgaben des Deutschen Instituts für Menschenrechte (DIMRG),referentenentwurfe
85,,Kleinanlegerschutzgesetz,referentenentwurfe
85,,Neunundvierzigstes Gesetz zur Änderung des Strafgesetzbuches - Umsetzung europäischer Vorgaben zum Sexualstrafrecht,referentenentwurfe
85,,Sechstes Gesetz zur Änderung des Bundeszentralregistergesetzes,referentenentwurfe
85,,Zweites Gesetz zur Änderung der Haftungsbeschränkung in der Binnenschifffahrt,referentenentwurfe
85,,Zweites Gesetz zur Änderung des Gesetzes gegen den unlauteren Wettbewerb,referentenentwurfe
85,,Zweites Gesetz über die weitere Bereinigung von Bundesrecht,referentenentwurfe
43,,Entwurf eines Gesetzes zu dem Partnerschafts- und Kooperationsabkommen vom 11. Mai 2012 zwischen der Europäischen Union und ihren Mitgliedstaaten einerseits und der Republik Irak andererseits,referentenentwurfe
43,,"Entwurf eines Gesetzes zu dem Vorschlag für eine Verordnung des Rates zur Änderung der Verordnung (EWG, EURATOM) Nr. 354/83 im Hinblick auf die Hinterlegung der historischen Archive der Organe beim Europäischen Hochschulinstitut in Florenz",referentenentwurfe
88,,Entwurf eines Dritten Gesetzes zur Änderung des Asylbewerberleistungsgesetzes,referentenentwurfe
88,,Entwurf eines Ersten Gesetzes zur Änderung des Arbeitnehmer-Entsendegesetzes,referentenentwurfe
88,,Entwurf eines Gesetzes zu dem Abkommen vom 12. Januar 2017 zwischen der Bundesrepublik Deutschland und der Republik Moldau über Soziale Sicherheit,referentenentwurfe
88,,Entwurf eines Gesetzes zu dem Abkommen vom 19. September 2014 zwischen der Bundesrepublik Deutschland und der Republik der Philippinen über Soziale Sicherheit,referentenentwurfe
88,,Entwurf eines Gesetzes zu dem Abkommen vom 23. September 2015 zwischen der Bundesrepublik Deutschland und der Republik Albanien über Soziale Sicherheit,referentenentwurfe
88,,"Entwurf eines Gesetzes zu dem Abkommen vom 5. Dezember 2014 zwischen der Bundesrepublik Deutschland und der Republik Polen zum Export besonderer Leistungen für berechtigte Personen, die im Hoheitsgebiet der Republik Polen wohnhaft sind",referentenentwurfe
88,,Entwurf eines Gesetzes zu dem Abkommen vom 8. April 2013 zwischen der Bundesrepublik Deutschland und der Republik Östlich des Uruguay über Soziale Sicherheit,referentenentwurfe
88,,Entwurf eines Gesetzes zu der am 19. Juni 1997 beschlossenen Urkunde zur Abänderung der Verfassung der Internationalen Arbeitsorganisation,referentenentwurfe
88,,Entwurf eines Gesetzes zum Vorschlag für einen Beschluss des Rates über einen Dreigliedrigen Sozialgipfel für Wachstum und Beschäftigung und zur Aufhebung des Beschlusses 2003/174/EG,referentenentwurfe
88,,Entwurf eines Gesetzes zur Stärkung der Tarifautonomie (Tarifautonomiestärkungsgesetz),referentenentwurfe
88,,Entwurf eines Gesetzes zur Stärkung der beruflichen Weiterbildung und des Versicherungsschutzes in der Arbeitslosenversicherung (Arbeitslosenversicherungsschutz- und Weiterbildungsstärkungsgesetz - AWStG),referentenentwurfe
88,,Entwurf eines Gesetzes zur Verbesserung der Leistungen bei Renten wegen verminderter Erwerbsfähigkeit und zur Änderung anderer Gesetze (EM-Leistungsverbesserungsgesetz),referentenentwurfe
88,,Entwurf eines Gesetzes zur Verbesserung der Rechtsstellung von asylsuchenden und geduldeten Ausländern,referentenentwurfe
88,,Entwurf eines Gesetzes zur Änderung des Asylbewerberleistungsgesetzes und des Sozialgerichtsgesetzes,referentenentwurfe
88,,Entwurf eines Gesetzes zur Änderung des Bundesversorgungsgesetzes und anderer Vorschriften,referentenentwurfe
88,,Entwurf eines Gesetzes zur Änderung des Zwölften Buches Sozialgesetzbuch und weiterer Vorschriften,referentenentwurfe
88,,Entwurf eines Gesetzes über Leistungsverbesserungen in der gesetzlichen Rentenversicherung (RV-Leistungsverbesserungsgesetz),referentenentwurfe
88,,Entwurf eines Gesetzes über den Abschluss der Rentenüberleitung (Rentenüberleitungs-Abschlussgesetz),referentenentwurfe
88,,Entwurf eines Sechsten Gesetzes zur Änderung des Vierten Buches Sozialgesetzbuch und anderer Gesetze  (6. SGB IV-Änderungsgesetz - 6. SGB IV-ÄndG),referentenentwurfe
88,,GE 3. SGB XII,referentenentwurfe
88,,GE 6. Änd. SGB IV,referentenentwurfe
88,,GE 9. Änd. SGB II (Rechtsvereinfachung),referentenentwurfe
88,,GE Ergänzung personalrechtlicher Bestimmungen im SGB II (8. SGB II-ÄndG),referentenentwurfe
88,,GE Integrationsgesetz,referentenentwurfe
88,,GE Künstlersozialabgabestabilisierung,referentenentwurfe
88,,GE RV-Leistungsverbesserung,referentenentwurfe
88,,GE SokaSiG - Gesetz zur Sicherung der Sozialkassenverfahren im Baugewerbe (Sozialkassenverfahrensicherungsgesetz - SokaSiG),referentenentwurfe
88,,GE Stärkung der Tarifautonomie (Mindestlohn),referentenentwurfe
88,,GE Tarifeinheit,referentenentwurfe
88,,GE Umsetzung EU-Mobilitäts-Richtlinie,referentenentwurfe
88,,GE Weiterentwicklung des Behindertengleichstellungsrechts,referentenentwurfe
88,,GE Zahlbarmachung Renten Beschäftigungen in einem Ghetto,referentenentwurfe
88,,GE zur Ermittlung der Regelbedarfe sowie zur Änderung des Zwölften und des Zweiten Buches Sozialgesetzbuch,referentenentwurfe
88,,GE zur Änderung des Arbeitnehmerüberlassungsgesetzes und anderer Gesetze,referentenentwurfe
88,,Gesetz zur Regelung von Ansprüchen ausländischer Personen in der Grundsicherung für Arbeitsuchende nach dem Zweiten Buch Sozialgesetzbuch und in der Sozialhilfe nach dem Zwölften Buch Sozialgesetzbuch,referentenentwurfe
88,,Gesetzentwurf zur 3. Änderung des Asylbewerberleistungsgesetzes,referentenentwurfe
89,,25. Gesetz zur Änderung des Bundesausbildungsförderungsgesetzes (25. BAföGÄndG),referentenentwurfe
89,,Entwurf eines Ersten Gesetzes zur Änderung des Wissenschaftszeitvertragsgesetzes (WissZeitVG),referentenentwurfe
89,,Gesetz zur Änderung des Hochschulstatistikgesetzes,referentenentwurfe
90,,Achtes Gesetz zur Änderung des Weingesetzes,referentenentwurfe
90,,Drittes Gesetz zur Änderung der Bundes-Tierärzteordnung,referentenentwurfe
90,,Entwurf eines Dritten Gesetzes zur Änderung des Agrarstatistikgesetzes,referentenentwurfe
90,,Entwurf eines Dritten Gesetzes zur Änderung des Bundeswaldgesetzes,referentenentwurfe
90,,Entwurf eines Dritten Gesetzes zur Änderung des Seefischereigesetzes,referentenentwurfe
90,,Entwurf eines Ersten Gesetzes zur Änderung des Bundesjagdgesetzes,referentenentwurfe
90,,Entwurf eines Ersten Gesetzes zur Änderung des Direktzahlungen-Durchführungsgesetzes,referentenentwurfe
90,,Entwurf eines Ersten Gesetzes zur Änderung des Düngegesetzes und anderer Vorschriften,referentenentwurfe
90,,Entwurf eines Ersten Gesetzes zur Änderung des Lebensmittelspezialitätengesetzes,referentenentwurfe
90,,Entwurf eines Gesetzes zum Erlass und zur Änderung von Vorschriften zur Durchführung unionsrechtlicher Vorschriften über Agrarzahlungen und deren Kontrollen in der Gemeinsamen Agrarpolitik,referentenentwurfe
90,,Entwurf eines Gesetzes zur Durchführung der Direktzahlungen an Inhaber landwirtschaftlicher Betriebe im Rahmen von Stützungsregelungen der Gemeinsamen Agrarpolitik (Direktzahlungen-Durchführungsgesetz - DirektZahlDurchfG),referentenentwurfe
90,,"Entwurf eines Gesetzes zur Durchführung unionsrechtlicher Vorschriften über das Schulprogramm für Obst, Gemüse und Milch (Landwirtschaftserzeugnisse-Schulprogrammgesetz - LwErzgSchulproG)",referentenentwurfe
90,,Entwurf eines Gesetzes zur Neuregelung des Rechts zur Sicherstellung der Ernährung in einer Versorgungskrise,referentenentwurfe
90,,Entwurf eines Gesetzes zur Umsetzung der Richtlinie über Tabakerzeugnisse und verwandte Erzeugnisse,referentenentwurfe
90,,Entwurf eines Gesetzes zur Änderung des Agrar- und Fischereifonds-Informationen-Gesetzes und des Betäubungsmittelgesetzes,referentenentwurfe
90,,Entwurf eines Gesetzes zur Änderung des Fischetikettierungsgesetzes und des Tiergesundheitsgesetzes,referentenentwurfe
90,,Entwurf eines Gesetzes zur Änderung des Rindfleischetikettierungsgesetzes und des Legehennenbetriebsregistergesetzes,referentenentwurfe
90,,Entwurf eines Gesetzes zur Änderung des Tierische Nebenprodukte-Beseitigungsgesetzes und zur Änderung des BVL-Gesetzes,referentenentwurfe
90,,Entwurf eines Neunten Gesetzes zur Änderung des Weingesetzes,referentenentwurfe
90,,Entwurf eines Vierten Gesetzes zur Änderung des GAK-Gesetzes,referentenentwurfe
90,,Entwurf eines Vierten Gesetzes zur Änderung des Gentechnikgesetzes,referentenentwurfe
90,,Entwurf eines Vierten Gesetzes zur Änderung des Rindfleischetikettierungsgesetzes,referentenentwurfe
90,,Entwurf eines Vierten Gesetzes zur Änderung des Saatgutverkehrsgesetzes,referentenentwurfe
90,,Entwurf eines Zehnten Gesetzes zur Änderung des Weingesetzes,referentenentwurfe
90,,Entwurf eines Zweiten Gesetzes zur Änderung agrarmarktrechtlicher Bestimmungen,referentenentwurfe
90,,Neuntes Gesetz zur Änderung des Weingesetzes ,referentenentwurfe
90,,Novellierung des nationalen Tabakrechts,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 12. November 2015 zwischen der Bundesrepublik Deutschland und Australien zur Beseitigung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen sowie zur Verhinderung der Steuerverkürzung und -umgehung,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 13. Februar 2014 zwischen der Bundesrepublik Deutschland und der Republik Costa Rica zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 17. Dezember 2015 zwischen der Bundesrepublik Deutschland  und Japan zur Beseitigung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und bestimmter anderer Steuern sowie zur Verhinderung der Steuerverkürzung und -umgehung,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 19. Oktober 2010 zwischen der Bundesrepublik Deutschland und der Föderation St. Kitts und Nevis über die Unterstützung in Steuer- und Steuerstrafsachen durch Informationsaustausch,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 21. August 2014 zwischen der Bundesrepublik Deutschland und dem Staat Israel zur Vermeidung der Doppelbesteuerung und der Steuerverkürzung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 21. November 2016 zwischen der Bundesrepublik Deutschland und der Republik Panama zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen betreffend den Betrieb von Seeschiffen oder Luftfahrzeugen im internationalen Verkehr,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 28. März 2014 zwischen der Bundesrepublik Deutschland und der Volksrepublik China zur Vermeidung der Doppelbesteuerung und zur Verhinderung der Steuerverkürzung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 29. August 2016 zwischen der Bundesrepublik Deutschland und Turkmenistan zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 29. Juni 2016 zwischen der Bundesrepublik Deutschland und der Republik Armenien zur Vermeidung der Doppelbesteuerung und zur Verhinderung der Steuerverkürzung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 7. Mai 2015 zwischen der Regierung der Bundesrepublik Deutschland und der Regierung von Jersey über die Zusammenarbeit in Steuersachen und die Vermeidung der Doppelbesteuerung bei bestimmten Einkünften,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Abkommen vom 9. September 2013 zwischen der Bundesrepublik Deutschland und der Republik der Philippinen zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Beschluss des Rates vom 26. Mai 2014 über das Eigenmittelsystem der Europäischen Union,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Protokoll vom 11. Januar 2016 zur Änderung des Abkommens vom 12. April 2012 zwischen der Bundesrepublik Deutschland und dem Königreich der Niederlande zur Vermeidung der Doppelbesteuerung und zur Verhinderung der Steuerverkürzung auf dem Gebiet der Steuern vom Einkommen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Protokoll vom 11. März 2014 zur Änderung des Abkommens vom 1. Juni 2006 zwischen der Bundesrepublik Deutschland und Georgien zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Protokoll vom 14. November 2016 zur Änderung des Abkommens vom 13. Juli 2006 zwischen der Regierung der Bundesrepublik Deutschland und der mazedonischen Regierung zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
84,,Entwurf eines Gesetzes zu dem Protokoll vom 14. Oktober 2014 zur Änderung und Ergänzung des Abkommens vom 7. September 1999 zwischen der Bundesrepublik Deutschland und der Republik Usbekistan zur Vermeidung der Doppelbesteuerung auf dem Gebiet der Steuern vom Einkommen und vom Vermögen,referentenentwurfe
